"","partitioning","price","rooms_count","useful_surface","built_surface","bathrooms_count","price_range"
"633","decomandat",90600,2,60,73,1,"mediu"
"634","decomandat",81900,2,47,65,1,"mediu"
"635","decomandat",54500,2,65,75,1,"mic"
"636","decomandat",189000,3,90,100,2,"mare"
"637","semidecomandat",91900,2,45,55,1,"mediu"
"638","decomandat",34900,2,38,45,1,"mic"
"639","decomandat",550000,3,199,324,3,"mare"
"640","decomandat",42500,2,41,60,1,"mic"
"641","semidecomandat",133000,4,85,95,2,"mediu"
"642","decomandat",38500,2,47,55,1,"mic"
"643","decomandat",49500,1,50,60,1,"mic"
"644","decomandat",86060,2,66,66,1,"mediu"
"645","decomandat",45150,1,40,47,1,"mic"
"646","decomandat",74000,1,31,36,1,"mediu"
"647","semidecomandat",315000,7,285,370,3,"mare"
"648","decomandat",42500,1,40,51,1,"mic"
"649","decomandat",230000,4,146,165,4,"mare"
"650","semidecomandat",70952,2,60,75,1,"mediu"
"651","decomandat",290000,4,94,130,2,"mare"
"652","decomandat",139000,3,102,107,2,"mediu"
"653","decomandat",69619,2,56,72,1,"mediu"
"655","semidecomandat",61900,2,43,54,1,"mic"
"656","decomandat",64500,2,59,71,1,"mic"
"658","decomandat",50192,1,63,63,1,"mic"
"659","decomandat",119900,4,95,95,2,"mediu"
"660","decomandat",65000,2,63,73,1,"mediu"
"661","decomandat",51800,2,61,71,2,"mic"
"662","decomandat",45000,2,44,55,1,"mic"
"663","semidecomandat",68600,2,47,56,1,"mediu"
"664","semidecomandat",33900,1,29,36,1,"mic"
"665","semidecomandat",125000,3,118,119,1,"mediu"
"666","decomandat",89999,3,92,112,2,"mediu"
"667","decomandat",368000,3,101,124,2,"mare"
"668","semidecomandat",89500,4,85,88,2,"mediu"
"669","decomandat",51200,2,64,74,1,"mic"
"670","decomandat",31500,1,39,46,1,"mic"
"671","decomandat",85000,2,62,72,1,"mediu"
"672","decomandat",141715,3,98,118,2,"mediu"
"673","decomandat",58000,2,59,59,1,"mic"
"674","decomandat",115000,3,79,79,1,"mediu"
"675","decomandat",31500,1,35,45,1,"mic"
"676","decomandat",49000,1,35,40,1,"mic"
"678","semidecomandat",72900,2,41,54,1,"mediu"
"679","decomandat",125000,4,95,114,2,"mediu"
"680","decomandat",59000,2,57,70,1,"mic"
"681","decomandat",104500,3,84,84,1,"mediu"
"682","decomandat",74500,2,60,68,1,"mediu"
"683","decomandat",85000,3,68,74,2,"mediu"
"684","decomandat",39688,1,50,60,1,"mic"
"687","decomandat",165000,3,77,187,2,"mare"
"688","semidecomandat",182500,3,78,97,2,"mare"
"689","decomandat",92000,2,62,76,1,"mediu"
"690","decomandat",88600,2,62,75,1,"mediu"
"691","decomandat",63500,2,55,66,1,"mic"
"692","decomandat",259164,4,145,171,2,"mare"
"693","semidecomandat",284900,3,91,100,2,"mare"
"694","decomandat",90288,2,58,70,1,"mediu"
"695","decomandat",59500,2,57,57,1,"mic"
"696","decomandat",68500,2,62,73,1,"mediu"
"698","decomandat",89610,1,61,61,1,"mediu"
"699","decomandat",94900,2,58,67,1,"mediu"
"700","decomandat",110000,2,47,52,1,"mediu"
"701","semidecomandat",99910,2,53,63,1,"mediu"
"702","semidecomandat",109000,3,70,80,1,"mediu"
"703","decomandat",110000,2,59,71,1,"mediu"
"704","decomandat",173457,3,77,145,2,"mare"
"705","semidecomandat",75000,3,61,62,1,"mediu"
"706","decomandat",117420,2,68,79,1,"mediu"
"707","decomandat",119480,1,96,110,1,"mediu"
"708","decomandat",100940,2,55,67,1,"mediu"
"709","decomandat",230000,3,99,131,2,"mare"
"710","decomandat",85999,2,66,78,1,"mediu"
"711","decomandat",139000,4,100,110,1,"mediu"
"712","decomandat",121540,2,67,77,1,"mediu"
"713","decomandat",78000,1,38,38,1,"mediu"
"714","decomandat",126500,3,73,92,2,"mediu"
"715","decomandat",121000,2,52,60,1,"mediu"
"716","decomandat",143170,3,85,95,2,"mare"
"717","decomandat",169500,3,72,87,2,"mare"
"718","decomandat",72990,2,55,69,1,"mediu"
"719","decomandat",93000,2,62,75,1,"mediu"
"720","decomandat",301600,3,104,122,2,"mare"
"721","decomandat",114330,2,73,73,1,"mediu"
"722","decomandat",143170,3,75,88,2,"mare"
"723","decomandat",43000,1,33,43,1,"mic"
"724","decomandat",100940,2,55,65,1,"mediu"
"725","decomandat",185000,4,100,110,2,"mare"
"726","decomandat",163770,3,110,142,2,"mare"
"727","",58200,2,53,61,1,"mic"
"728","decomandat",65900,2,63,85,1,"mediu"
"729","decomandat",75900,2,49,65,1,"mediu"
"730","decomandat",52650,2,62,72,2,"mic"
"731","decomandat",99910,2,53,70,1,"mediu"
"732","decomandat",70000,3,80,93,2,"mediu"
"733","decomandat",62000,2,88,103,1,"mic"
"734","decomandat",96900,2,59,76,1,"mediu"
"735","decomandat",152000,3,71,101,2,"mare"
"736","decomandat",121540,2,75,87,1,"mediu"
"737","decomandat",118450,2,63,73,1,"mediu"
"738","decomandat",167380,4,162,192,2,"mare"
"739","decomandat",125900,3,70,95,2,"mediu"
"740","decomandat",153558,3,82,100,2,"mare"
"741","decomandat",70000,2,50,60,1,"mediu"
"742","semidecomandat",112270,2,68,76,1,"mediu"
"743","decomandat",89610,1,62,72,1,"mediu"
"744","decomandat",81000,3,75,88,2,"mediu"
"745","decomandat",72100,3,85,85,2,"mediu"
"746","decomandat",63000,1,41,45,1,"mic"
"747","decomandat",158500,4,119,143,2,"mare"
"748","semidecomandat",88500,2,64,76,1,"mediu"
"749","semidecomandat",55000,2,43,52,1,"mic"
"750","decomandat",88600,2,62,74,1,"mediu"
"751","decomandat",160500,4,175,200,4,"mare"
"752","decomandat",46000,2,40,55,1,"mic"
"753","decomandat",79500,3,72,85,1,"mediu"
"754","semidecomandat",84900,3,50,55,1,"mediu"
"755","decomandat",163770,3,110,120,2,"mare"
"756","decomandat",58643,2,56,66,2,"mic"
"757","decomandat",85000,2,55,70,1,"mediu"
"758","decomandat",37000,1,26,30,1,"mic"
"760","semidecomandat",79900,2,46,64,1,"mediu"
"761","decomandat",54000,2,55,65,1,"mic"
"762","decomandat",190000,3,77,88,2,"mare"
"763","decomandat",66000,2,56,57,1,"mediu"
"764","decomandat",88000,2,50,54,1,"mediu"
"765","decomandat",138900,3,71,82,2,"mediu"
"766","decomandat",350000,3,92,121,2,"mare"
"767","semidecomandat",110000,3,82,82,2,"mediu"
"768","decomandat",122130,1,52,67,1,"mediu"
"769","decomandat",88600,2,62,75,1,"mediu"
"770","decomandat",79999,2,93,128,1,"mediu"
"772","decomandat",59500,2,60,70,1,"mic"
"773","decomandat",106500,3,71,82,2,"mediu"
"774","semidecomandat",52380,2,65,74,1,"mic"
"775","decomandat",158500,4,119,143,2,"mare"
"776","semidecomandat",82900,2,55,65,1,"mediu"
"777","decomandat",85715,2,55,70,1,"mediu"
"778","decomandat",419000,4,147,190,3,"mare"
"779","decomandat",61620,3,80,96,2,"mic"
"780","decomandat",152900,3,111,133,2,"mare"
"781","decomandat",165000,3,96,115,2,"mare"
"782","decomandat",95500,3,75,86,2,"mediu"
"783","decomandat",142000,4,101,115,2,"mare"
"784","decomandat",127098,2,53,70,1,"mediu"
"785","decomandat",79000,3,74,93,2,"mediu"
"786","decomandat",55650,2,45,56,1,"mic"
"788","semidecomandat",101905,4,136,144,2,"mediu"
"789","semidecomandat",114600,2,51,64,1,"mediu"
"790","decomandat",125000,4,92,105,2,"mediu"
"791","decomandat",36900,2,41,51,1,"mic"
"792","decomandat",88000,3,95,98,1,"mediu"
"793","decomandat",120000,2,61,69,1,"mediu"
"794","semidecomandat",84900,3,50,55,1,"mediu"
"795","decomandat",159000,3,75,140,2,"mare"
"796","decomandat",123444,2,53,68,1,"mediu"
"797","decomandat",248000,3,80,140,2,"mare"
"799","semidecomandat",227200,4,108,128,3,"mare"
"800","decomandat",176742,3,75,98,2,"mare"
"801","decomandat",239990,3,90,127,2,"mare"
"802","semidecomandat",219000,3,132,156,2,"mare"
"804","decomandat",33000,1,33,44,1,"mic"
"805","decomandat",56000,2,47,57,1,"mic"
"806","semidecomandat",68600,2,47,56,1,"mediu"
"807","semidecomandat",115000,3,82,82,2,"mediu"
"808","semidecomandat",65000,2,49,69,1,"mediu"
"809","decomandat",259000,2,110,130,2,"mare"
"810","decomandat",79000,3,84,94,2,"mediu"
"811","decomandat",158500,4,119,143,2,"mare"
"812","semidecomandat",57500,2,50,54,1,"mic"
"813","decomandat",96800,3,110,127,2,"mediu"
"814","decomandat",118000,2,58,66,1,"mediu"
"817","decomandat",93500,2,61,75,1,"mediu"
"818","decomandat",135342,2,61,75,1,"mediu"
"819","semidecomandat",81000,2,50,51,1,"mediu"
"820","semidecomandat",89990,3,64,75,1,"mediu"
"821","semidecomandat",49490,2,55,64,1,"mic"
"822","decomandat",131868,2,57,73,1,"mediu"
"823","decomandat",150000,2,72,76,2,"mare"
"824","decomandat",109999,3,82,95,2,"mediu"
"825","decomandat",482999,4,185,210,2,"mare"
"826","decomandat",79000,3,85,98,2,"mediu"
"827","decomandat",79500,2,40,59,1,"mediu"
"828","decomandat",84700,2,50,60,1,"mediu"
"829","decomandat",32500,1,35,45,1,"mic"
"830","decomandat",48800,2,61,75,1,"mic"
"831","semidecomandat",70952,2,60,75,1,"mediu"
"832","decomandat",159000,4,100,100,2,"mare"
"833","decomandat",68500,2,63,73,1,"mediu"
"834","semidecomandat",114600,2,51,64,1,"mediu"
"835","decomandat",199656,3,89,110,2,"mare"
"836","semidecomandat",157500,3,126,126,2,"mare"
"837","decomandat",81000,2,86,100,1,"mediu"
"838","decomandat",119999,3,72,80,1,"mediu"
"839","decomandat",179000,4,162,192,2,"mare"
"840","decomandat",130000,2,60,103,2,"mediu"
"841","decomandat",90500,2,58,72,1,"mediu"
"842","decomandat",50000,2,66,72,1,"mic"
"843","decomandat",94760,3,89,113,2,"mediu"
"844","decomandat",67940,3,80,96,1,"mediu"
"845","decomandat",120000,4,87,95,2,"mediu"
"846","decomandat",66900,2,41,58,1,"mediu"
"847","decomandat",50952,2,50,60,1,"mic"
"848","decomandat",119000,3,90,108,2,"mediu"
"849","decomandat",63696,2,53,62,1,"mic"
"850","decomandat",84900,2,56,56,1,"mediu"
"851","semidecomandat",43000,2,48,49,1,"mic"
"852","decomandat",57500,2,64,81,1,"mic"
"853","decomandat",54199,2,62,71,1,"mic"
"854","decomandat",51900,2,58,72,1,"mic"
"855","decomandat",53500,2,59,69,1,"mic"
"856","decomandat",107000,2,52,62,1,"mediu"
"857","decomandat",84000,2,71,81,1,"mediu"
"858","decomandat",65900,2,63,85,1,"mediu"
"859","decomandat",85715,2,55,75,1,"mediu"
"860","decomandat",950000,4,135,155,2,"mare"
"862","decomandat",415000,5,212,239,3,"mare"
"863","semidecomandat",80000,3,90,103,1,"mediu"
"864","semidecomandat",73000,2,47,70,1,"mediu"
"865","decomandat",88500,3,88,98,2,"mediu"
"866","semidecomandat",50380,2,61,72,1,"mic"
"867","decomandat",53500,2,65,74,1,"mic"
"868","decomandat",85000,2,51,63,1,"mediu"
"869","semidecomandat",48500,2,48,55,1,"mic"
"870","decomandat",99900,3,69,78,2,"mediu"
"871","decomandat",72000,2,69,73,1,"mediu"
"872","decomandat",124500,3,70,95,2,"mediu"
"873","semidecomandat",115000,3,68,80,2,"mediu"
"874","decomandat",65714,2,57,64,1,"mediu"
"875","semidecomandat",80000,2,41,56,1,"mediu"
"876","decomandat",70000,3,80,93,2,"mediu"
"877","semidecomandat",65000,5,145,149,2,"mediu"
"879","decomandat",187974,3,84,104,2,"mare"
"880","decomandat",87500,3,75,85,2,"mediu"
"882","decomandat",330000,3,137,210,3,"mare"
"883","semidecomandat",105000,3,70,70,1,"mediu"
"884","decomandat",90500,2,56,73,1,"mediu"
"885","nedecomandat",42500,2,48,55,1,"mic"
"886","decomandat",129800,2,57,76,1,"mediu"
"887","decomandat",88600,2,62,74,1,"mediu"
"889","decomandat",91620,2,55,70,1,"mediu"
"890","decomandat",398150,3,160,190,3,"mare"
"891","decomandat",59000,2,59,66,1,"mic"
"892","decomandat",98000,2,59,69,1,"mediu"
"893","semidecomandat",210000,3,77,92,2,"mare"
"894","semidecomandat",91000,4,76,82,2,"mediu"
"895","decomandat",115290,2,64,75,1,"mediu"
"897","decomandat",120000,2,51,55,1,"mediu"
"898","",105000,2,53,59,1,"mediu"
"899","",78000,1,40,43,1,"mediu"
"900","decomandat",479000,4,130,200,3,"mare"
"901","decomandat",82300,2,56,70,1,"mediu"
"902","decomandat",65500,1,43,53,1,"mediu"
"903","decomandat",135000,3,74,80,1,"mediu"
"905","decomandat",78000,2,58,70,2,"mediu"
"906","decomandat",66000,1,46,58,1,"mediu"
"907","decomandat",54900,2,60,72,1,"mic"
"908","semidecomandat",160000,2,55,71,1,"mare"
"909","decomandat",240000,3,127,140,3,"mare"
"910","semidecomandat",83000,1,47,60,1,"mediu"
"911","decomandat",60000,2,59,65,1,"mic"
"912","decomandat",775000,5,207,376,3,"mare"
"913","decomandat",151500,2,72,88,1,"mare"
"914","decomandat",92000,2,57,60,1,"mediu"
"916","decomandat",120000,3,90,95,2,"mediu"
"917","nedecomandat",40200,2,46,55,1,"mic"
"918","semidecomandat",50000,2,52,69,1,"mic"
"920","decomandat",112000,2,66,70,1,"mediu"
"921","decomandat",121000,3,64,70,1,"mediu"
"922","decomandat",47170,2,59,59,1,"mic"
"924","semidecomandat",195000,3,96,122,3,"mare"
"925","decomandat",450000,3,110,139,2,"mare"
"926","decomandat",67000,2,47,50,1,"mediu"
"927","decomandat",39680,1,50,60,1,"mic"
"928","decomandat",143170,3,85,95,2,"mare"
"929","decomandat",74500,2,58,62,1,"mediu"
"930","semidecomandat",46500,1,45,60,1,"mic"
"931","semidecomandat",95000,2,57,60,1,"mediu"
"933","decomandat",96900,2,60,65,1,"mediu"
"934","decomandat",114600,3,84,93,2,"mediu"
"935","decomandat",51450,1,43,52,1,"mic"
"936","decomandat",98500,2,61,78,1,"mediu"
"937","semidecomandat",66500,2,69,79,1,"mediu"
"938","semidecomandat",68600,2,47,56,1,"mediu"
"939","decomandat",99000,2,45,70,1,"mediu"
"940","decomandat",71000,2,57,75,1,"mediu"
"941","decomandat",54525,2,59,67,1,"mic"
"942","decomandat",128000,2,46,54,1,"mediu"
"943","decomandat",49000,1,33,40,1,"mic"
"944","decomandat",148000,2,67,78,1,"mare"
"945","semidecomandat",51990,2,60,70,1,"mic"
"946","decomandat",85000,3,72,83,1,"mediu"
"947","decomandat",495000,3,150,180,3,"mare"
"948","semidecomandat",111000,2,59,82,1,"mediu"
"949","decomandat",145000,4,84,100,2,"mare"
"950","decomandat",119000,2,65,67,1,"mediu"
"951","decomandat",110000,2,46,50,1,"mediu"
"952","decomandat",143170,3,85,95,2,"mare"
"953","decomandat",72860,3,80,94,2,"mediu"
"954","decomandat",74190,3,89,106,2,"mediu"
"956","decomandat",100000,3,60,90,2,"mediu"
"957","decomandat",71650,3,80,90,2,"mediu"
"958","semidecomandat",92000,3,64,73,2,"mediu"
"959","decomandat",229000,4,136,193,3,"mare"
"960","decomandat",54900,2,62,70,1,"mic"
"962","decomandat",80000,3,78,88,2,"mediu"
"963","decomandat",55860,2,60,74,1,"mic"
"965","semidecomandat",69990,2,52,56,1,"mediu"
"966","decomandat",92500,2,62,70,1,"mediu"
"967","decomandat",35700,1,40,50,1,"mic"
"968","decomandat",410000,4,166,210,3,"mare"
"969","semidecomandat",78500,1,43,57,1,"mediu"
"970","decomandat",146000,3,86,86,2,"mare"
"971","decomandat",647000,5,176,260,4,"mare"
"972","decomandat",170000,7,140,160,2,"mare"
"973","decomandat",112500,2,40,50,1,"mediu"
"974","decomandat",73500,3,66,77,1,"mediu"
"975","decomandat",50736,1,42,50,1,"mic"
"977","decomandat",66000,2,58,69,1,"mediu"
"978","decomandat",235000,4,90,105,2,"mare"
"979","decomandat",65000,2,62,74,1,"mediu"
"980","semidecomandat",66000,2,49,53,1,"mediu"
"981","decomandat",52900,2,64,73,1,"mic"
"982","decomandat",240000,3,85,128,2,"mare"
"983","decomandat",83750,2,123,140,1,"mediu"
"985","decomandat",123000,4,88,95,2,"mediu"
"986","semidecomandat",180000,2,74,90,1,"mare"
"987","decomandat",85800,2,66,66,1,"mediu"
"988","decomandat",51300,2,54,54,1,"mic"
"989","nedecomandat",43000,2,37,45,1,"mic"
"990","semidecomandat",185000,4,85,90,2,"mare"
"991","decomandat",175000,3,76,107,2,"mare"
"992","decomandat",165240,3,105,120,2,"mare"
"993","decomandat",160000,2,61,65,1,"mare"
"994","decomandat",107000,3,84,97,2,"mediu"
"995","decomandat",60850,2,58,65,1,"mic"
"996","decomandat",52900,1,38,42,1,"mic"
"997","semidecomandat",288000,4,138,150,3,"mare"
"998","decomandat",175000,3,76,120,2,"mare"
"999","decomandat",395000,3,100,130,2,"mare"
"1000","semidecomandat",62000,2,45,50,1,"mic"
"1001","decomandat",165000,3,92,115,2,"mare"
"1002","decomandat",81900,4,89,89,2,"mediu"
"1003","semidecomandat",49429,2,55,63,1,"mic"
"1004","decomandat",318000,3,250,500,3,"mare"
"1005","decomandat",68500,2,69,84,1,"mediu"
"1006","semidecomandat",184900,3,80,90,2,"mare"
"1007","decomandat",59900,2,65,77,1,"mic"
"1008","decomandat",61990,3,52,55,1,"mic"
"1009","semidecomandat",88000,2,75,80,1,"mediu"
"1010","decomandat",52900,2,56,65,1,"mic"
"1011","decomandat",268000,3,123,145,2,"mare"
"1012","decomandat",105000,2,60,85,1,"mediu"
"1014","decomandat",127900,3,90,109,2,"mediu"
"1015","semidecomandat",46500,2,42,48,1,"mic"
"1016","semidecomandat",199000,3,79,109,2,"mare"
"1017","decomandat",415000,4,175,199,3,"mare"
"1018","decomandat",45000,2,57,65,1,"mic"
"1019","decomandat",90560,2,67,79,1,"mediu"
"1020","decomandat",121800,2,50,70,1,"mediu"
"1021","decomandat",93000,3,73,85,2,"mediu"
"1022","decomandat",79900,3,74,85,2,"mediu"
"1023","decomandat",52900,2,55,66,1,"mic"
"1024","decomandat",66500,2,57,67,1,"mediu"
"1025","semidecomandat",87500,2,149,160,1,"mediu"
"1026","semidecomandat",140500,3,64,81,2,"mediu"
"1027","semidecomandat",66580,3,80,92,2,"mediu"
"1028","decomandat",71500,2,52,71,1,"mediu"
"1029","decomandat",62476,1,45,55,1,"mic"
"1030","decomandat",52290,2,65,73,1,"mic"
"1031","decomandat",360000,4,171,200,3,"mare"
"1032","decomandat",56990,2,53,62,1,"mic"
"1033","decomandat",125900,3,88,97,2,"mediu"
"1034","decomandat",550000,5,186,224,3,"mare"
"1035","decomandat",120400,2,49,63,1,"mediu"
"1036","decomandat",41800,2,50,61,2,"mic"
"1037","decomandat",720000,4,170,270,3,"mare"
"1038","decomandat",73500,2,56,2,1,"mediu"
"1039","decomandat",89000,3,74,96,1,"mediu"
"1040","decomandat",106250,3,86,96,2,"mediu"
"1041","decomandat",498000,4,140,225,3,"mare"
"1042","decomandat",55900,2,43,51,1,"mic"
"1043","semidecomandat",67900,3,69,69,1,"mediu"
"1044","decomandat",119700,2,48,67,1,"mediu"
"1045","semidecomandat",149000,4,85,95,2,"mare"
"1046","decomandat",52500,2,58,62,1,"mic"
"1047","decomandat",71000,2,58,65,1,"mediu"
"1048","decomandat",53525,2,55,65,1,"mic"
"1049","decomandat",245000,5,197,207,2,"mare"
"1050","decomandat",154000,2,63,73,1,"mare"
"1051","decomandat",126440,2,50,70,1,"mediu"
"1052","semidecomandat",117720,2,45,62,1,"mediu"
"1054","decomandat",124500,3,70,95,2,"mediu"
"1055","semidecomandat",80000,2,36,80,1,"mediu"
"1056","decomandat",51900,2,50,55,1,"mic"
"1057","decomandat",125820,2,44,64,1,"mediu"
"1058","semidecomandat",275000,3,110,177,1,"mare"
"1059","semidecomandat",95520,2,58,70,1,"mediu"
"1060","decomandat",194010,3,77,103,2,"mare"
"1061","decomandat",42000,1,42,52,1,"mic"
"1062","semidecomandat",83900,3,70,85,1,"mediu"
"1063","decomandat",118164,2,44,72,1,"mediu"
"1064","decomandat",51000,2,50,62,1,"mic"
"1065","nedecomandat",133000,4,135,240,1,"mediu"
"1066","semidecomandat",108000,3,97,97,2,"mediu"
"1067","decomandat",55000,2,51,51,1,"mic"
"1068","decomandat",71500,2,59,63,1,"mediu"
"1070","decomandat",250000,4,144,166,2,"mare"
"1071","decomandat",275000,3,115,170,2,"mare"
"1072","decomandat",126900,3,70,70,1,"mediu"
"1073","decomandat",85140,2,47,60,1,"mediu"
"1074","semidecomandat",214000,2,60,74,1,"mare"
"1075","decomandat",281500,3,110,139,2,"mare"
"1076","semidecomandat",45500,2,48,58,1,"mic"
"1077","decomandat",115000,3,63,75,2,"mediu"
"1078","decomandat",124500,3,88,97,2,"mediu"
"1079","decomandat",96800,3,110,127,2,"mediu"
"1080","semidecomandat",59400,2,54,62,1,"mic"
"1081","decomandat",145000,4,118,128,2,"mare"
"1083","semidecomandat",178000,3,160,190,2,"mare"
"1084","decomandat",65500,2,51,51,1,"mediu"
"1085","decomandat",182700,3,77,103,2,"mare"
"1086","decomandat",53500,2,57,65,1,"mic"
"1087","decomandat",85900,2,52,100,1,"mediu"
"1088","decomandat",330000,4,143,172,3,"mare"
"1089","semidecomandat",82800,2,57,57,1,"mediu"
"1090","decomandat",86060,2,66,66,1,"mediu"
"1091","decomandat",398150,3,160,190,2,"mare"
"1092","semidecomandat",90000,2,53,63,1,"mediu"
"1093","decomandat",55570,2,59,70,1,"mic"
"1095","semidecomandat",73340,1,45,53,1,"mediu"
"1097","decomandat",54500,2,65,77,1,"mic"
"1098","decomandat",93900,3,76,90,1,"mediu"
"1099","semidecomandat",116000,3,83,83,2,"mediu"
"1100","semidecomandat",59500,2,48,58,1,"mic"
"1101","decomandat",107700,3,76,93,2,"mediu"
"1102","decomandat",110000,3,82,96,2,"mediu"
"1103","decomandat",48300,1,40,52,1,"mic"
"1104","decomandat",136000,2,75,84,1,"mediu"
"1105","decomandat",167765,2,75,94,1,"mare"
"1106","semidecomandat",47000,1,37,45,1,"mic"
"1107","semidecomandat",86000,2,61,73,1,"mediu"
"1108","decomandat",83500,2,58,73,1,"mediu"
"1109","decomandat",694371,5,325,374,3,"mare"
"1110","semidecomandat",44000,1,32,42,1,"mic"
"1111","semidecomandat",158000,4,138,166,2,"mare"
"1113","decomandat",111750,2,104,120,1,"mediu"
"1114","decomandat",67000,3,69,79,1,"mediu"
"1115","decomandat",62000,3,60,73,1,"mic"
"1116","decomandat",85000,2,52,57,1,"mediu"
"1118","decomandat",155000,2,63,70,1,"mare"
"1119","semidecomandat",63696,2,53,62,1,"mic"
"1120","decomandat",81000,2,54,54,1,"mediu"
"1121","semidecomandat",165000,3,80,120,2,"mare"
"1122","semidecomandat",119000,1,45,56,1,"mediu"
"1123","decomandat",450000,3,148,210,2,"mare"
"1124","decomandat",95000,3,70,75,2,"mediu"
"1125","decomandat",66000,3,65,75,2,"mediu"
"1126","decomandat",32900,1,39,45,1,"mic"
"1127","semidecomandat",98000,2,55,65,1,"mediu"
"1128","decomandat",88600,2,62,74,1,"mediu"
"1129","decomandat",44000,1,41,50,1,"mic"
"1130","decomandat",125000,3,85,102,2,"mediu"
"1131","decomandat",70000,2,44,54,1,"mediu"
